Matrícula,Início,Término,Situação,Contrato,Usuário
9580506,2023-10-02,2025-06-26,EM EXERCÍCIO,30480/2023,2199
9581537,2021-10-01,2023-01-28,EM EXERCÍCIO,16624/2023,4207
9580328,2023-12-18,2025-10-31,EM EXERCÍCIO,32586/2023,4923
9581219,2023-09-01,2025-06-26,EM EXERCÍCIO,28058/2023,8771
9580581,2023-03-20,2023-09-15,EXONERADO/RESCISO,21572/2023,2889
9581502,2021-10-01,2023-01-28,EM EXERCÍCIO,16622/2022,10069
9580662,2023-12-01,2025-10-31,EM EXERCÍCIO,32562/2023,2189
"",2021-10-01,2023-01-28,EXONERADO/RESCISO,16620/2023,4398
9582738,2023-08-01,2024-01-27,EXONERADO/RESCISO,26752/2023,2301
9581162,2023-10-18,2025-06-26,EM EXERCÍCIO,31220/2023,9211
9580492,2023-10-23,2025-06-26,EM EXERCÍCIO,31385/2023,2501
9580271,2023-10-10,2025-06-26,EM EXERCÍCIO,30704/2023,3101
9582134,2021-10-01,2023-01-28,EM EXERCÍCIO,16629/2022,1314
9580395,2023-03-13,2023-09-08,EXONERADO/RESCISO,21457/2023,2351
9580484,2023-04-25,,EM EXERCÍCIO,26071/2023,2246
9580468,2023-04-25,,EM EXERCÍCIO,26010/2023,8022
9582142,2021-10-01,2023-02-27,EXONERADO/RESCISO,16630/2022,1241
9582118,2023-12-19,2025-10-31,EM EXERCÍCIO,32598/2023,1335
9582100,2021-10-01,2023-01-28,EM EXERCÍCIO,16626/2023,1269
9582401,2023-10-23,2025-10-22,EM EXERCÍCIO,30600/2023,1336
9309373,2023-06-22,2023-12-13,EXONERADO/RESCISO,26744/2023,6286
9580891,2023-03-13,2023-09-08,EXONERADO/RESCISO,22011/2023,10097
9580905,2021-10-01,2023-01-28,EM EXERCÍCIO,16614/2022,8112
9019154,2023-06-22,2023-12-13,EXONERADO/RESCISO,26830/2023,9636
9458140,2023-09-11,2025-06-26,EM EXERCÍCIO,20933/2023,8496
9434640,2021-10-01,2022-08-01,EXONERADO/RESCISO,19835/2023,10159
9582452,2023-09-18,2025-06-26,EM EXERCÍCIO,28671/2023,4922
9580913 ,2023-10-24,2025-10-23,EM EXERCÍCIO,30795/2023,1985
9583505,2023-12-01,2025-10-31,EM EXERCÍCIO,32233/2023,9840
9581510,2023-10-23,2025-10-22,EM EXERCÍCIO,30670/2023,2557
9582762,2023-06-30,2023-12-26,EXONERADO/RESCISO,26633/2023,2278
9582223 ,2022-08-27,2023-08-27,EXONERADO/RESCISO,16636/2022,10473
9604715,2022-06-29,2023-06-29,EM EXERCÍCIO,17848/2022,4279
9581863 ,2023-09-18,2025-06-26,EM EXERCÍCIO,27389/2023,4229
9582380,2022-05-02,2022-09-02,EXONERADO/RESCISO,16652/2022,5978
9582266,2024-01-01,2025-10-31,EM EXERCÍCIO,32554/2023,5372
9583491,2023-12-01,2025-10-31,EM EXERCÍCIO,32220/2023,9679
9582193,2023-09-18,2025-06-26,EM EXERCÍCIO,29002/2023,4144
9249621,2023-09-01,2025-06-26,EM EXERCÍCIO,27926/2023,5254
9582703,2023-11-01,2025-06-26,EM EXERCÍCIO,31049/2023,10512
9582371,2021-11-03,2023-01-28,EM EXERCÍCIO,16651/2022,1437
9619348,2023-10-30,2025-10-29,EM EXERCÍCIO,31767/2023,10389
9582355,2021-11-03,2023-01-28,EM EXERCÍCIO,16649/2022,3200
9582363,2022-05-13,2023-01-28,EM EXERCÍCIO,16650/2023,9871
9372920,2021-10-25,2023-06-26,EXONERADO/RESCISO,12195/2023,6253
9582630 ,2023-04-01,2023-09-27,EXONERADO/RESCISO,25186/2023,2142
9482261,2021-11-03,2023-01-28,EM EXERCÍCIO,14142/2023,3783
9384006,2022-06-01,,EM EXERCÍCIO,17961/2022,8781
9583939,2023-12-01,2025-09-14,EM EXERCÍCIO,32215/2023,7368
9582770,2023-03-20,2023-09-15,EXONERADO/RESCISO,24924/2023,1724
9584137,2023-12-01,2025-10-31,EM EXERCÍCIO,32308/2023,9937
9584145,2023-03-20,2023-09-15,EXONERADO/RESCISO,21667/2023,9778
9583653,2021-11-12,2023-01-28,EM EXERCÍCIO,16697/2023,1014
9583882,2021-11-03,2023-01-28,EM EXERCÍCIO,16719/2023,1556
9583726,2023-06-22,2023-12-13,EXONERADO/RESCISO,26821/2023,3462
9583831,2023-03-20,2023-09-15,EXONERADO/RESCISO,21835/2023,4143
9583637,2021-11-12,2023-01-28,EM EXERCÍCIO,16695/2023,1562
9583629,2021-11-12,2023-11-12,EM EXERCÍCIO,19186/2023,988
9582746,2023-09-18,2025-06-26,EM EXERCÍCIO,29096/2023,3634
9583572,2023-11-12,2025-11-12,EM EXERCÍCIO,16689/2023,1008
9584021,2021-11-12,2023-01-28,EM EXERCÍCIO,16727/2022,3645
9582673 ,2023-09-01,2025-06-26,EM EXERCÍCIO,27885/2023,5525
9582720,2023-03-13,2023-09-08,EXONERADO/RESCISO,20579/2023,8343
9583530,2023-10-16,2025-06-26,EM EXERCÍCIO,30792/2023,8029
9583661,2021-11-03,2023-01-28,EM EXERCÍCIO,16698/2022,9721
9471146,2023-03-20,2023-09-15,EXONERADO/RESCISO,23182/2023,8130
9583610,2023-09-18,2025-06-26,EM EXERCÍCIO,30213/2023,1070
9583645,2021-11-12,2023-01-28,EM EXERCÍCIO,16696/2023,1522
9583696,2023-06-01,2023-11-27,EXONERADO/RESCISO,26479/2023,10060
9356835 ,2023-03-13,2023-12-31,EM EXERCÍCIO,32022/2023,9646
9583777,2023-09-28,2025-06-26,EM EXERCÍCIO,28290/2023,3393
9583556,2023-03-13,2023-09-08,EXONERADO/RESCISO,21565/2023,4376
9582681 ,2023-09-01,2025-06-26,EM EXERCÍCIO,27929/2023,1698
9582711,2023-05-01,2023-11-12,EM EXERCÍCIO,25951/2023,1227
9584030-1,2022-10-13,,EM EXERCÍCIO,16729/2022,3661
9584013,2021-11-12,2023-01-28,LICENCIADO,16726/2022,5833
9555269,2023-09-01,2025-06-26,EM EXERCÍCIO,27757/2023,1677
9397256,2021-11-12,2023-11-12,EM EXERCÍCIO,12645/2023,7086
9477519,2021-11-12,2023-06-01,EXONERADO/RESCISO,14094/2023,6331
9583513 ,2021-11-12,2023-11-12,EXONERADO/RESCISO,16684/2023,6503
9583769 ,2023-10-16,2025-06-26,EM EXERCÍCIO,31263/2023,2746
9582851,2023-03-20,2026-12-31,EM EXERCÍCIO,24458/2023,923
9082778,2021-11-12,2023-01-28,EM EXERCÍCIO,8073/2023,4855
9353828,2021-11-12,2023-01-28,EM EXERCÍCIO,11818/2023,982
9584048,2022-08-12,2023-01-28,EM EXERCÍCIO,16730/2023,8100
9583602,2021-11-12,2023-01-28,EM EXERCÍCIO,16692/2022,5986
9583564,2021-11-12,2023-01-28,EXONERADO/RESCISO,16688/2022,5607
9583580,2023-09-01,2025-06-26,EM EXERCÍCIO,29724/2023,5011
9583840 ,2023-03-20,2023-09-15,EXONERADO/RESCISO,24062/2023,3340
9583866,2023-09-20,2023-09-15,EXONERADO/RESCISO,23773/2023,2694
9583815,2023-03-20,2023-04-13,EXONERADO/RESCISO,23605/2023,9564
9583904 ,2023-03-20,2023-09-15,EXONERADO/RESCISO,23877/2023,3320
9583793,2021-11-12,2023-01-28,EM EXERCÍCIO,16711/2023,6198
9583785,2021-11-12,2023-01-28,EXONERADO/RESCISO,16710/2023,2789
9583750,2023-09-05,2025-06-26,EM EXERCÍCIO,30000/2023,2802
9596836,2023-04-01,2025-01-28,EM EXERCÍCIO,24487/2023,8910
343099,2023-09-18,2025-06-26,EM EXERCÍCIO,27588/2023,2672
9583734 ,2023-03-20,2023-09-15,EXONERADO/RESCISO,22428/2023,9708
9347321,2023-08-01,2024-01-28,EM EXERCÍCIO,27289/2023,6009
9218718,2007-08-31,,EM EXERCÍCIO,10074/2023,7613
9072551,2007-08-31,,EM EXERCÍCIO,7956/2023,9386
9584358,2023-08-11,2024-06-11,EM EXERCÍCIO,27157/2023,5975
9584927,2022-10-10,2023-08-09,EXONERADO/RESCISO,16753/2023,5966
9191704,2023-01-02,2026-12-31,EM EXERCÍCIO,20232/2023,8646
9584846 ,2021-12-10,2023-01-28,EXONERADO/RESCISO,16745/2023,6452
9585010,2023-09-01,2025-06-26,EM EXERCÍCIO,28921/2023,3281
9586652,2021-12-10,2023-01-28,EM EXERCÍCIO,19146/2023,9591
9584838,2021-12-10,2023-01-28,EM EXERCÍCIO,16744/2023,5981
9584315,2023-09-18,2025-06-26,EM EXERCÍCIO,28536/2023,1655
9584269,2023-03-20,2023-09-15,EXONERADO/RESCISO,22020/2023,6149
9585028,2023-09-11,2025-06-26,EM EXERCÍCIO,27852/2023,2860
9585060,2023-06-28,2023-12-25,EXONERADO/RESCISO,26948/2023,2699
9585117,2023-09-05,2025-06-26,EM EXERCÍCIO,29994/2023,2971
9369490,2023-03-20,2023-09-15,EXONERADO/RESCISO,23874/2023,6310
9584897,2021-12-10,2023-01-28,EM EXERCÍCIO,16750/2023,9080
9584889,2023-04-01,2023-09-15,EXONERADO/RESCISO,24318/2023,3458
9586490,2023-09-11,2025-06-26,EM EXERCÍCIO,27812/2023,9866
9554017,2023-03-20,2023-09-15,EXONERADO/RESCISO,23284/2023,4272
9584978,2023-05-01,2023-10-27,EXONERADO/RESCISO,25346/2023,10325
9584250,2021-12-10,2023-01-28,EM EXERCÍCIO,16734/2023,6498
9584293,2023-09-18,2025-06-26,EM EXERCÍCIO,28886/2023,1887
9585133,2023-03-20,2023-09-15,EXONERADO/RESCISO,23766/2023,2682
9397477,2023-12-29,2025-10-31,EM EXERCÍCIO,32400/2023,7366
9584340,2023-10-24,2025-10-23,EM EXERCÍCIO,30789/2023,2029
9585036,2023-03-20,2023-09-15,EXONERADO/RESCISO,24021/2023,3125
9585184 ,2023-09-01,2025-06-26,EM EXERCÍCIO,27384/2023,9674
9585125,2023-03-20,2023-09-15,EXONERADO/RESCISO,22321/2023,9376
9585168,2023-09-18,2025-06-26,EM EXERCÍCIO,27419/2023,4891
9584943,2023-09-28,2025-06-26,EM EXERCÍCIO,29524/2023,10507
9585214,2022-01-13,2023-02-27,EXONERADO/RESCISO,16776/2022,2622
9108246,2022-01-13,2023-01-28,EM EXERCÍCIO,8562/2023,1566
9179917,2022-01-05,2024-01-05,EM EXERCÍCIO,9683/2023,1085
9587705,2022-01-13,2023-01-28,EM EXERCÍCIO,16787/2023,9036
9346546,2023-10-02,2025-06-26,EM EXERCÍCIO,30006/2023,6168
9588299,2022-01-13,2023-01-28,EM EXERCÍCIO,16795/2023,5856
9316698,2022-01-13,2023-11-12,EM EXERCÍCIO,11124/2022,5688
9586342,2023-11-12,2025-11-12,EM EXERCÍCIO,16780/2023,9550
9585192,2022-01-13,2024-01-05,EM EXERCÍCIO,16774/2023,10485
9585273,2023-09-01,2025-06-26,EM EXERCÍCIO,27386/2023,1977
9585222,2023-09-01,2025-06-26,EM EXERCÍCIO,29121/2023,6633
9586636,2022-01-13,2024-01-05,EM EXERCÍCIO,16783/2022,3998
9588264,2022-01-13,2023-01-28,EM EXERCÍCIO,19342/2022,8675
430013,2022-01-25,2023-01-28,EM EXERCÍCIO,16742/2023,5090
9585419,2023-11-12,2023-11-12,EM EXERCÍCIO,16779/2023,1066
9587756,2023-03-20,2023-09-15,EXONERADO/RESCISO,23785/2023,9619
9587837,2022-01-13,2023-11-12,EM EXERCÍCIO,16792/2022,1413
9584366,2023-03-01,2026-12-31,EM EXERCÍCIO,21352/2023,9519
9194592,2023-12-05,2025-10-31,EM EXERCÍCIO,32257/2023,9031
9482369,2023-01-02,2026-12-31,EXONERADO/RESCISO,20245/2023,539
9432078,2015-07-07,,EM EXERCÍCIO,18508/2022,611
9087486,2019-09-27,2022-12-31,EXONERADO/RESCISO,8190/2022,543
9375325,2023-01-02,2026-12-31,EM EXERCÍCIO,20279/2023,720
9189750,2023-04-01,2023-09-27,EXONERADO/RESCISO,25581/2023,672
9614745,2023-03-01,2026-12-31,EM EXERCÍCIO,21100/2023,6179
9594540,2022-06-01,,EM EXERCÍCIO,18868/2022,3445
9324291,2022-06-30,2023-04-30,EM EXERCÍCIO,19711/2023,7544
9288104,2023-03-20,2025-01-28,EM EXERCÍCIO,23755/2023,10199
9386890,2023-03-01,2026-12-31,EM EXERCÍCIO,26222/2023,647
,2023-01-02,2026-12-31,EM EXERCÍCIO,20248/2023,605
,2022-06-13,2023-06-12,EM EXERCÍCIO,18460/2023,1808
9609024,2023-01-02,2026-12-31,EM EXERCÍCIO,20148/2023,6290
9618449,2023-11-07,2025-11-06,EM EXERCÍCIO,31985/2023,10526
9618660,2023-09-01,2024-01-04,EM EXERCÍCIO,24481/2023,10160
9591532,2023-01-02,2026-12-31,EM EXERCÍCIO,20296/2023,9922
9587373 ,2023-03-01,2026-12-31,EM EXERCÍCIO,20742/2023,3991
9588949,2023-01-02,2026-12-31,EM EXERCÍCIO,20239/2023,4878
9590536,2023-05-01,2024-01-04,EM EXERCÍCIO,25908/2023,6022
9597352,2023-10-02,2025-06-26,EM EXERCÍCIO,30407/2023,4232
9068104,2023-10-02,2025-06-26,EM EXERCÍCIO,30421/2023,3215
9590609,2023-09-18,2025-06-26,EM EXERCÍCIO,28178/2023,5115
9590358,2023-09-28,2025-06-26,EM EXERCÍCIO,28548/2023,4365
9592830,2023-10-02,2025-06-26,EM EXERCÍCIO,30347/2023,4448
9604693 ,2022-06-29,2023-06-29,EM EXERCÍCIO,17856/2022,2623
9592660,2022-04-18,2023-01-28,EM EXERCÍCIO,16849/2023,5359
9592636,2023-06-22,2023-12-13,EXONERADO/RESCISO,26874/2023,5979
9604685 ,2022-06-29,2023-06-29,EM EXERCÍCIO,17854/2022,2864
9419110,2023-06-22,2023-12-13,EXONERADO/RESCISO,26799/2023,3249
9594051,2023-10-23,2025-10-22,EM EXERCÍCIO,30745/2023,7773
9590870,2023-01-02,2026-12-31,EM EXERCÍCIO,20204/2023,4633
9591737,2023-10-23,2025-10-22,EM EXERCÍCIO,30595/2023,2209
9591796 ,2023-03-27,2023-09-22,EXONERADO/RESCISO,24201/2023,2195
9590960,2023-01-02,2026-12-31,EM EXERCÍCIO,20216/2023,7393
9594566,2022-04-18,2023-11-12,EM EXERCÍCIO,16866/2023,9626
9592121,2022-04-18,2023-01-28,EM EXERCÍCIO,16867/2023,1124
9472185,2023-01-02,2026-12-31,EM EXERCÍCIO,20260/2023,2639
9594523,2022-04-18,2023-01-28,EM EXERCÍCIO,19753/2023,3075
9165843,2008-09-29,2026-12-31,EM EXERCÍCIO,16873/2023,626
9592849,2023-10-24,2025-10-23,EM EXERCÍCIO,31665/2023,6651
99910063204,2023-05-01,2023-10-27,EXONERADO/RESCISO,25496/2023,10429
9594140,2022-05-13,2023-01-28,EXONERADO,16884/2023,5938
9087940,2022-05-16,2023-01-28,EXONERADO/RESCISO,16886/2023,9383
9592210,2023-03-15,2025-01-28,EM EXERCÍCIO,24469/2023,2853
9593888,2022-04-18,2023-02-27,EXONERADO/RESCISO,16895/2023,3775
9594086,2023-04-01,2023-09-27,EXONERADO/RESCISO,25577/2023,4685
9594388,2022-05-13,2023-01-28,EM EXERCÍCIO,16896/2023,4133
9366547,2022-05-13,2024-01-05,EM EXERCÍCIO,16899/2022,4910
9594078,2022-05-13,2023-01-28,EM EXERCÍCIO,16901/2023,4246
9354263,2022-07-01,2023-02-27,EXONERADO/RESCISO,16902/2022,9246
9594159,2022-05-13,2023-01-28,EM EXERCÍCIO,16903/2023,9685
9594531,2023-10-24,2025-10-23,EM EXERCÍCIO,31545/2023,4276
9165347,2022-05-13,2023-01-28,EM EXERCÍCIO,16905/2023,8634
9598022,2023-03-20,2023-09-15,EXONERADO/RESCISO,24216/2023,9074
9594019,2023-09-18,2025-06-26,EM EXERCÍCIO,27613/2023,8636
9331476,2022-06-01,,EM EXERCÍCIO,16982/2023,2760
9162658,2022-06-01,,EM EXERCÍCIO,16983/2022,6680
9301348,2023-01-02,2026-12-31,EM EXERCÍCIO,20299/2023,5789
9596658,2023-09-28,2025-06-26,EM EXERCÍCIO,28012/2023,3378
9594574,2022-05-13,2024-01-05,EM EXERCÍCIO,16913/2023,2067
9250549,2022-05-13,2023-01-28,EM EXERCÍCIO,16916/2023,10254
9596240,2022-05-13,2023-01-28,EM EXERCÍCIO,16917/2023,3453
9251901,2022-06-01,,EM EXERCÍCIO,16994/2022,2421
9596445,2023-03-20,2023-09-15,EXONERADO/RESCISO,23734/2023,4946
9598057,2023-10-24,2025-10-23,EM EXERCÍCIO,31390/2023,9641
9594906,2022-06-01,,EM EXERCÍCIO,17005/2022,2849
9593969 ,2023-05-01,2025-01-28,EM EXERCÍCIO,25920/2023,2121
9594175,2023-11-01,2025-06-26,EM EXERCÍCIO,31044/2023,5914
9596763,2023-04-01,2023-09-15,EXONERADO/RESCISO,20746/2023,10436
9593780,2023-09-01,2025-06-26,EM EXERCÍCIO,29432/2023,5096
9597018,2022-05-24,2024-01-05,EM EXERCÍCIO,19729/2023,974
9596798,2023-09-11,2025-06-26,EM EXERCÍCIO,27616/2023,3697
9597107,2022-05-13,2022-09-29,EXONERADO/RESCISO,16938/2023,9544
9593985,2022-05-24,2023-01-28,EM EXERCÍCIO,16940/2023,5040
9597042,2023-04-01,2023-09-27,EXONERADO/RESCISO,20671/2023,1084
9596755,2023-09-28,2025-06-26,EM EXERCÍCIO,28239/2023,9950
9482628,2022-05-24,2023-02-27,EXONERADO/RESCISO,16945/2022,1877
9598260,2022-05-24,2023-01-28,EM EXERCÍCIO,18649/2023,1473
9354310,2022-05-24,2023-01-28,EXONERADO/RESCISO,16947/2022,5719
9594132,2022-05-24,2025-01-28,EM EXERCÍCIO,16949/2023,5449
9594256,2022-05-24,2023-01-28,EM EXERCÍCIO,16950/2023,1865
9594370,2023-09-25,2025-06-26,EM EXERCÍCIO,30307/2023,8352
9263004 ,2023-03-20,2023-09-15,EXONERADO/RESCISO,24547/2023,10269
9596119,2023-03-20,2023-09-15,EXONERADO/RESCISO,22755/2023,4417
9594396,2023-03-20,2023-09-15,EXONERADO/RESCISO,23667/2023,3901
9596216,2023-10-02,2025-06-26,EM EXERCÍCIO,30370/2023,8075
9598227,2022-05-24,2023-01-28,EM EXERCÍCIO,16956/2022,4059
9598162,2022-05-24,2023-01-28,EM EXERCÍCIO,16959/2023,2925
9594167,2022-05-24,2023-01-28,EM EXERCÍCIO,16958/2023,5112
9594310 ,2022-05-24,2023-01-28,EM EXERCÍCIO,16960/2023,9454
9597263,2023-03-20,2023-09-15,EXONERADO/RESCISO,22494/2023,4566
9596402,2023-03-27,,EM EXERCÍCIO,24824/2023,9951
9594752,2023-09-18,2025-06-26,EM EXERCÍCIO,29556/2023,5380
9598251,2023-11-30,2025-06-26,EM EXERCÍCIO,32505/2023,4306
9594299,2023-03-20,2023-09-15,EXONERADO/RESCISO,24894/2023,2113
9598219,2023-03-13,2023-09-08,EXONERADO/RESCISO,20829/2023,9655
9597255,2023-10-02,2025-06-26,EM EXERCÍCIO,30445/2023,2893
9598090,2022-05-24,2023-01-28,EM EXERCÍCIO,16971/2023,1455
9598235,2022-05-23,2023-01-28,EM EXERCÍCIO,18402/2023,5900
9597034,2023-10-25,2025-06-26,EM EXERCÍCIO,31444/2023,1993
9598197,2022-05-24,2023-01-28,EM EXERCÍCIO,16976/2023,3377
9598324,2023-03-20,2023-09-15,EXONERADO/RESCISO,21913/2023,7116
9598200,2022-05-24,2023-01-28,EM EXERCÍCIO,16978/2022,5031
9598138,2023-03-13,2023-09-08,EXONERADO/RESCISO,20577/2023,1137
9598170,2022-05-24,2023-01-28,EM EXERCÍCIO,16980/2023,5726
9594868,2022-06-01,,EM EXERCÍCIO,16985/2022,3836
9594060,2022-06-01,,EM EXERCÍCIO,16986/2023,2076
9594302 ,2022-06-01,,EXONERADO,18459/2023,9688
9252746,2022-05-09,,EM EXERCÍCIO,16988/2022,9781
9594191,2022-06-01,,EM EXERCÍCIO,16989/2023,5137
9597239,2022-05-24,2023-01-28,EM EXERCÍCIO,16990/2022,5366
352497,2022-06-01,,EM EXERCÍCIO,16991/2022,7578
9107622,2022-06-01,,EM EXERCÍCIO,16992/2022,4009
9594230 ,2022-06-01,,EM EXERCÍCIO,16995/2022,4206
9594213,2022-06-01,,EM EXERCÍCIO,16997/2022,5936
9598278,2023-03-20,2023-09-15,EXONERADO/RESCISO,22895/2023,1119
9095896,2022-06-01,,EM EXERCÍCIO,16999/2022,4189
9597115,2023-09-18,2025-06-26,EM EXERCÍCIO,29043/2023,6072
9076336,2022-06-01,,EM EXERCÍCIO,17003/2023,8648
9597506,2023-10-17,2025-06-26,EM EXERCÍCIO,31160/2023,9217
9597190,2023-09-18,2025-09-26,EM EXERCÍCIO,27728/2023,3110
9594604,2023-09-25,2025-06-26,EM EXERCÍCIO,30333/2023,7000
9598146,2023-05-01,2025-01-28,EM EXERCÍCIO,25937/2023,10185
9596143,2023-04-01,2023-09-27,EXONERADO/RESCISO,24549/2023,5766
9597026,2023-10-24,2025-10-23,EM EXERCÍCIO,31570/2023,900
9457917,2022-05-24,2023-01-28,EXONERADO/RESCISO,17017/2023,1744
9478930 ,2022-06-01,,EM EXERCÍCIO,17019/2022,9137
9094822,2022-06-01,,EM EXERCÍCIO,18405/2023,10195
9328963,2023-04-01,2023-09-27,EXONERADO/RESCISO,23923/2023,3276
9594221 ,2022-06-01,,EM EXERCÍCIO,17022/2022,3759
9116990,2022-06-01,,EM EXERCÍCIO,17023/2022,5795
9594329,2022-06-01,,EM EXERCÍCIO,17024/2022,7762
9147527,2022-06-01,,EM EXERCÍCIO,17025/2022,7703
9454250 ,2022-06-01,,EM EXERCÍCIO,17026/2022,3619
9593926 ,2022-06-01,,EM EXERCÍCIO,17027/2023,5969
9593896,2023-01-02,2025-01-02,EM EXERCÍCIO,20103/2022,4833
9597280,2023-09-18,2025-06-26,EM EXERCÍCIO,27603/2023,3190
9596437,2023-11-20,2025-10-31,EM EXERCÍCIO,32162/2023,3869
9604596 ,2023-05-01,2025-01-28,EM EXERCÍCIO,25825/2023,2669
9415386,2022-06-01,,EM EXERCÍCIO,17039/2022,4237
9596364,2023-03-20,2023-09-15,EXONERADO/RESCISO,23645/2023,2471
9597336,2022-06-06,2023-06-06,EM EXERCÍCIO,17041/2022,3605
9393552,2022-05-25,2023-02-27,EXONERADO/RESCISO,17043/2022,4287
9597360,2022-06-06,2023-06-06,EM EXERCÍCIO,17044/2022,3338
9597573,2022-05-25,2024-09-30,EM EXERCÍCIO,17045/2023,7121
9597557,2023-04-01,2023-09-27,EXONERADO/RESCISO,25312/2023,5214
9598332,2022-05-13,2024-01-05,EM EXERCÍCIO,17050/2023,3772
9370900,2022-06-06,2023-06-06,EM EXERCÍCIO,17052/2022,9325
9596615 ,2022-05-24,2023-01-28,EM EXERCÍCIO,17053/2023,6570
9598014,2023-04-01,2023-09-29,EXONERADO/RESCISO,25388/2023,10045
9597387,2023-09-11,2025-06-26,EM EXERCÍCIO,27887/2023,6076
9599991,2023-04-01,2023-09-29,EM EXERCÍCIO,25071/2023,7426
9597379 ,2022-06-06,2023-06-06,EM EXERCÍCIO,17060/2022,6036
9596569,2022-05-13,2023-01-28,EM EXERCÍCIO,17077/2023,5443
9187367,2023-09-01,2025-06-26,EM EXERCÍCIO,29688/2023,5369
9597298,2023-03-20,2023-09-15,EXONERADO/RESCISO,21579/2023,6567
9597670,2022-05-24,2024-01-05,EM EXERCÍCIO,17086/2022,8035
9597069,2022-06-14,2023-04-14,EXONERADO/RESCISO,17088/2022,6697
9597085,2022-06-14,2023-04-14,EXONERADO/RESCISO,17089/2022,6679
9597174,2023-09-18,2025-06-26,EM EXERCÍCIO,27983/2023,7959
9597077,2023-09-18,2025-06-26,EM EXERCÍCIO,29672/2023,2528
9597328,2022-06-13,2023-06-13,EM EXERCÍCIO,17096/2022,8576
9598030,2023-03-20,2023-09-15,EXONERADO/RESCISO,20836/2023,3637
9600736,2022-05-23,2023-01-28,EM EXERCÍCIO,17102/2023,8320
9599010,2023-10-10,2025-06-26,EM EXERCÍCIO,30907/2023,1192
9481001,2023-09-01,2025-06-26,EM EXERCÍCIO,27644/2023,2192
9445013,2023-09-28,2025-06-26,EM EXERCÍCIO,29671/2023,8249
9597450,2023-09-18,2025-06-26,EXONERADO/RESCISO,27828/2023,3473
9597395,2023-10-02,2025-06-26,EM EXERCÍCIO,30448/2023,6573
9598073,2023-03-20,2023-09-15,EXONERADO/RESCISO,21399/2023,958
9227385,2022-06-27,2023-06-27,EM EXERCÍCIO,17117/2022,10103
9505733,2023-09-01,2025-06-26,EM EXERCÍCIO,29897/2023,3629
9394168,2023-03-20,2023-11-12,EM EXERCÍCIO,23587/2023,1103
9597468 ,2023-09-18,2025-06-26,EM EXERCÍCIO,27474/2023,4285
9600000,2023-04-01,2023-09-27,EXONERADO/RESCISO,23989/2023,5997
9599398,2022-06-27,2023-06-27,EM EXERCÍCIO,17125/2022,10136
9597433,2023-03-20,2023-09-15,EXONERADO/RESCISO,21800/2023,9273
9597476,2023-03-20,2023-09-15,EM EXERCÍCIO,22196/2023,4157
9599029,2022-06-23,2023-11-12,EM EXERCÍCIO,17132/2022,2377
9444505,2023-04-01,2023-09-27,EXONERADO/RESCISO,25394/2023,3294
9337466,2023-03-20,2023-09-15,EXONERADO/RESCISO,20897/2023,7328
9601074,2022-06-27,2023-06-27,EM EXERCÍCIO,17145/2023,5657
9601155,2022-06-27,2023-06-27,EXONERADO/RESCISO,17148/2023,8516
9601023,2022-06-27,2023-06-27,EM EXERCÍCIO,17149/2022,6422
9061010,2022-06-30,2023-01-28,EM EXERCÍCIO,17151/2023,6841
9602020,2023-10-16,2025-06-26,EM EXERCÍCIO,30903/2023,9475
9315438,2022-06-23,2023-11-12,EM EXERCÍCIO,17153/2023,2700
9600019,2022-06-30,2023-01-28,EM EXERCÍCIO,17154/2023,4149
9598987 ,2023-04-01,2023-09-27,EXONERADO/RESCISO,25221/2023,8256
9600345,2022-06-30,2024-01-05,EM EXERCÍCIO,17157/2023,1589
9601201,2023-06-01,2023-11-27,EXONERADO/RESCISO,26336/2023,3421
9091874,2022-05-16,2023-05-16,EM EXERCÍCIO,17159/2022,10225
9599487,2023-09-11,2025-06-26,EM EXERCÍCIO,27624/2023,10310
9599037,2023-03-20,2023-09-15,EXONERADO/RESCISO,20929/2023,1173
9599584,2022-06-30,2023-01-28,EM EXERCÍCIO,17164/2023,5094
9599916,2023-09-01,2025-06-26,EM EXERCÍCIO,29691/2023,5091
9601147,2022-06-30,2025-01-28,EM EXERCÍCIO,17168/2023,2309
9599444,2023-10-30,2025-06-26,EM EXERCÍCIO,31396/2023,6077
9604960 ,2023-11-20,2025-06-26,EM EXERCÍCIO,32168/2023,3617
9601040,2022-06-27,2023-06-27,EM EXERCÍCIO,18641/2023,6248
9600469,2022-06-30,2023-01-28,EM EXERCÍCIO,17172/2023,5263
9599932 ,2023-04-01,2023-09-27,EXONERADO/RESCISO,25131/2023,5734
960027,2023-03-20,2023-09-15,EXONERADO/RESCISO,22962/2023,9353
9599134,2023-03-20,2023-09-15,EXONERADO/RESCISO,21986/2023,5207
9599789,2023-11-01,2025-06-26,EM EXERCÍCIO,31099/2023,4269
9599924,2022-06-30,2023-01-28,EM EXERCÍCIO,17179/2023,9463
9598979,2022-06-30,0023-01-28,EM EXERCÍCIO,17181/2023,9814
9600329,2023-03-20,2023-09-15,EXONERADO/RESCISO,22984/2023,9390
9600191-1,2022-06-30,2023-01-28,EM EXERCÍCIO,17185/2023,4307
9599622,2023-09-18,2025-06-26,EM EXERCÍCIO,28412/2023,6844
9599363,2022-06-30,2023-01-28,EM EXERCÍCIO,17187/2023,1852
9599851,2022-06-30,2023-01-28,EM EXERCÍCIO,17188/2023,8259
